Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Perfect	4587	SABER_Plate_4-Well4-16	SABER_Plate_4	Well4	16	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2324	SABER_Plate_4-Well4-16	SABER_Plate_4	Well4	16	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1957	SABER_Plate_4-Well4-16	SABER_Plate_4	Well4	16	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	719	SABER_Plate_4-Well4-16	SABER_Plate_4	Well4	16	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	541	SABER_Plate_4-Well4-16	SABER_Plate_4	Well4	16	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4377	SABER_Plate_4-Well2-72	SABER_Plate_4	Well2	72	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2484	SABER_Plate_4-Well2-72	SABER_Plate_4	Well2	72	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2070	SABER_Plate_4-Well2-72	SABER_Plate_4	Well2	72	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1135	SABER_Plate_4-Well2-72	SABER_Plate_4	Well2	72	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	886	SABER_Plate_4-Well2-72	SABER_Plate_4	Well2	72	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3950	SABER_Plate_4-Well3-44	SABER_Plate_4	Well3	44	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1802	SABER_Plate_4-Well3-44	SABER_Plate_4	Well3	44	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1184	SABER_Plate_4-Well3-44	SABER_Plate_4	Well3	44	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	999	SABER_Plate_4-Well3-44	SABER_Plate_4	Well3	44	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	871	SABER_Plate_4-Well3-44	SABER_Plate_4	Well3	44	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3559	SABER_Plate_4-Well1-28	SABER_Plate_4	Well1	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1803	SABER_Plate_4-Well1-28	SABER_Plate_4	Well1	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1085	SABER_Plate_4-Well1-28	SABER_Plate_4	Well1	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	849	SABER_Plate_4-Well1-28	SABER_Plate_4	Well1	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	848	SABER_Plate_4-Well1-28	SABER_Plate_4	Well1	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4337	SABER_Plate_4-Well6-32	SABER_Plate_4	Well6	32	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2323	SABER_Plate_4-Well6-32	SABER_Plate_4	Well6	32	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2276	SABER_Plate_4-Well6-32	SABER_Plate_4	Well6	32	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	959	SABER_Plate_4-Well6-32	SABER_Plate_4	Well6	32	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	573	SABER_Plate_4-Well6-32	SABER_Plate_4	Well6	32	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	2043	SABER_Plate_4-Well5-60	SABER_Plate_4	Well5	60	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1534	SABER_Plate_4-Well5-60	SABER_Plate_4	Well5	60	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	930	SABER_Plate_4-Well5-60	SABER_Plate_4	Well5	60	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	628	SABER_Plate_4-Well5-60	SABER_Plate_4	Well5	60	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	524	SABER_Plate_4-Well5-60	SABER_Plate_4	Well5	60	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	3746	SABER_Plate_4-Well4-52	SABER_Plate_4	Well4	52	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2085	SABER_Plate_4-Well4-52	SABER_Plate_4	Well4	52	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	883	SABER_Plate_4-Well4-52	SABER_Plate_4	Well4	52	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	643	SABER_Plate_4-Well4-52	SABER_Plate_4	Well4	52	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	605	SABER_Plate_4-Well4-52	SABER_Plate_4	Well4	52	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	987	SABER_Plate_4-Well3-80	SABER_Plate_4	Well3	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	666	SABER_Plate_4-Well3-80	SABER_Plate_4	Well3	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	401	SABER_Plate_4-Well3-80	SABER_Plate_4	Well3	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	288	SABER_Plate_4-Well3-80	SABER_Plate_4	Well3	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	228	SABER_Plate_4-Well3-80	SABER_Plate_4	Well3	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4739	SABER_Plate_4-Well5-24	SABER_Plate_4	Well5	24	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2230	SABER_Plate_4-Well5-24	SABER_Plate_4	Well5	24	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1802	SABER_Plate_4-Well5-24	SABER_Plate_4	Well5	24	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	576	SABER_Plate_4-Well5-24	SABER_Plate_4	Well5	24	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	459	SABER_Plate_4-Well5-24	SABER_Plate_4	Well5	24	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3715	SABER_Plate_4-Well1-64	SABER_Plate_4	Well1	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1859	SABER_Plate_4-Well1-64	SABER_Plate_4	Well1	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1330	SABER_Plate_4-Well1-64	SABER_Plate_4	Well1	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	965	SABER_Plate_4-Well1-64	SABER_Plate_4	Well1	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	945	SABER_Plate_4-Well1-64	SABER_Plate_4	Well1	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4019	SABER_Plate_4-Well2-36	SABER_Plate_4	Well2	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1965	SABER_Plate_4-Well2-36	SABER_Plate_4	Well2	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1416	SABER_Plate_4-Well2-36	SABER_Plate_4	Well2	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	987	SABER_Plate_4-Well2-36	SABER_Plate_4	Well2	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	850	SABER_Plate_4-Well2-36	SABER_Plate_4	Well2	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3829	SABER_Plate_4-Well2-63	SABER_Plate_4	Well2	63	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2032	SABER_Plate_4-Well2-63	SABER_Plate_4	Well2	63	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1306	SABER_Plate_4-Well2-63	SABER_Plate_4	Well2	63	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1013	SABER_Plate_4-Well2-63	SABER_Plate_4	Well2	63	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	775	SABER_Plate_4-Well2-63	SABER_Plate_4	Well2	63	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4010	SABER_Plate_4-Well3-35	SABER_Plate_4	Well3	35	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1885	SABER_Plate_4-Well3-35	SABER_Plate_4	Well3	35	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1506	SABER_Plate_4-Well3-35	SABER_Plate_4	Well3	35	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	998	SABER_Plate_4-Well3-35	SABER_Plate_4	Well3	35	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	848	SABER_Plate_4-Well3-35	SABER_Plate_4	Well3	35	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	2408	SABER_Plate_4-Well1-19	SABER_Plate_4	Well1	19	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1320	SABER_Plate_4-Well1-19	SABER_Plate_4	Well1	19	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1251	SABER_Plate_4-Well1-19	SABER_Plate_4	Well1	19	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	648	SABER_Plate_4-Well1-19	SABER_Plate_4	Well1	19	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	450	SABER_Plate_4-Well1-19	SABER_Plate_4	Well1	19	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4844	SABER_Plate_4-Well6-23	SABER_Plate_4	Well6	23	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2383	SABER_Plate_4-Well6-23	SABER_Plate_4	Well6	23	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1962	SABER_Plate_4-Well6-23	SABER_Plate_4	Well6	23	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	467	SABER_Plate_4-Well6-23	SABER_Plate_4	Well6	23	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	400	SABER_Plate_4-Well6-23	SABER_Plate_4	Well6	23	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4737	SABER_Plate_4-Well5-6	SABER_Plate_4	Well5	6	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2894	SABER_Plate_4-Well5-6	SABER_Plate_4	Well5	6	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2473	SABER_Plate_4-Well5-6	SABER_Plate_4	Well5	6	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	580	SABER_Plate_4-Well5-6	SABER_Plate_4	Well5	6	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	410	SABER_Plate_4-Well5-6	SABER_Plate_4	Well5	6	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	5038	SABER_Plate_4-Well5-51	SABER_Plate_4	Well5	51	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2504	SABER_Plate_4-Well5-51	SABER_Plate_4	Well5	51	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2494	SABER_Plate_4-Well5-51	SABER_Plate_4	Well5	51	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	465	SABER_Plate_4-Well5-51	SABER_Plate_4	Well5	51	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	392	SABER_Plate_4-Well5-51	SABER_Plate_4	Well5	51	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	3952	SABER_Plate_4-Well4-43	SABER_Plate_4	Well4	43	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2166	SABER_Plate_4-Well4-43	SABER_Plate_4	Well4	43	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1386	SABER_Plate_4-Well4-43	SABER_Plate_4	Well4	43	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	880	SABER_Plate_4-Well4-43	SABER_Plate_4	Well4	43	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	693	SABER_Plate_4-Well4-43	SABER_Plate_4	Well4	43	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4854	SABER_Plate_4-Well5-15	SABER_Plate_4	Well5	15	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2773	SABER_Plate_4-Well5-15	SABER_Plate_4	Well5	15	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2313	SABER_Plate_4-Well5-15	SABER_Plate_4	Well5	15	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	618	SABER_Plate_4-Well5-15	SABER_Plate_4	Well5	15	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	431	SABER_Plate_4-Well5-15	SABER_Plate_4	Well5	15	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	1933	SABER_Plate_4-Well3-8	SABER_Plate_4	Well3	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1229	SABER_Plate_4-Well3-8	SABER_Plate_4	Well3	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	911	SABER_Plate_4-Well3-8	SABER_Plate_4	Well3	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	474	SABER_Plate_4-Well3-8	SABER_Plate_4	Well3	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	306	SABER_Plate_4-Well3-8	SABER_Plate_4	Well3	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4408	SABER_Plate_4-Well1-55	SABER_Plate_4	Well1	55	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2739	SABER_Plate_4-Well1-55	SABER_Plate_4	Well1	55	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2141	SABER_Plate_4-Well1-55	SABER_Plate_4	Well1	55	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	927	SABER_Plate_4-Well1-55	SABER_Plate_4	Well1	55	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	909	SABER_Plate_4-Well1-55	SABER_Plate_4	Well1	55	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3915	SABER_Plate_4-Well2-27	SABER_Plate_4	Well2	27	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2009	SABER_Plate_4-Well2-27	SABER_Plate_4	Well2	27	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1437	SABER_Plate_4-Well2-27	SABER_Plate_4	Well2	27	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	1118	SABER_Plate_4-Well2-27	SABER_Plate_4	Well2	27	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	690	SABER_Plate_4-Well2-27	SABER_Plate_4	Well2	27	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4782	SABER_Plate_4-Well4-25	SABER_Plate_4	Well4	25	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2525	SABER_Plate_4-Well4-25	SABER_Plate_4	Well4	25	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2396	SABER_Plate_4-Well4-25	SABER_Plate_4	Well4	25	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	659	SABER_Plate_4-Well4-25	SABER_Plate_4	Well4	25	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	485	SABER_Plate_4-Well4-25	SABER_Plate_4	Well4	25	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4037	SABER_Plate_4-Well3-53	SABER_Plate_4	Well3	53	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1968	SABER_Plate_4-Well3-53	SABER_Plate_4	Well3	53	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1067	SABER_Plate_4-Well3-53	SABER_Plate_4	Well3	53	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	956	SABER_Plate_4-Well3-53	SABER_Plate_4	Well3	53	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	821	SABER_Plate_4-Well3-53	SABER_Plate_4	Well3	53	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4987	SABER_Plate_4-Well6-5	SABER_Plate_4	Well6	5	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	4053	SABER_Plate_4-Well6-5	SABER_Plate_4	Well6	5	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2272	SABER_Plate_4-Well6-5	SABER_Plate_4	Well6	5	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	540	SABER_Plate_4-Well6-5	SABER_Plate_4	Well6	5	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	326	SABER_Plate_4-Well6-5	SABER_Plate_4	Well6	5	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3811	SABER_Plate_4-Well1-37	SABER_Plate_4	Well1	37	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1823	SABER_Plate_4-Well1-37	SABER_Plate_4	Well1	37	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1183	SABER_Plate_4-Well1-37	SABER_Plate_4	Well1	37	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	925	SABER_Plate_4-Well1-37	SABER_Plate_4	Well1	37	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	836	SABER_Plate_4-Well1-37	SABER_Plate_4	Well1	37	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	5294	SABER_Plate_4-Well6-41	SABER_Plate_4	Well6	41	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2664	SABER_Plate_4-Well6-41	SABER_Plate_4	Well6	41	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2416	SABER_Plate_4-Well6-41	SABER_Plate_4	Well6	41	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	487	SABER_Plate_4-Well6-41	SABER_Plate_4	Well6	41	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	411	SABER_Plate_4-Well6-41	SABER_Plate_4	Well6	41	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	3856	SABER_Plate_4-Well4-7	SABER_Plate_4	Well4	7	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2940	SABER_Plate_4-Well4-7	SABER_Plate_4	Well4	7	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2431	SABER_Plate_4-Well4-7	SABER_Plate_4	Well4	7	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	1030	SABER_Plate_4-Well4-7	SABER_Plate_4	Well4	7	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	609	SABER_Plate_4-Well4-7	SABER_Plate_4	Well4	7	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	2944	SABER_Plate_4-Well4-61	SABER_Plate_4	Well4	61	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1557	SABER_Plate_4-Well4-61	SABER_Plate_4	Well4	61	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1535	SABER_Plate_4-Well4-61	SABER_Plate_4	Well4	61	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	388	SABER_Plate_4-Well4-61	SABER_Plate_4	Well4	61	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	254	SABER_Plate_4-Well4-61	SABER_Plate_4	Well4	61	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4694	SABER_Plate_4-Well5-33	SABER_Plate_4	Well5	33	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2279	SABER_Plate_4-Well5-33	SABER_Plate_4	Well5	33	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1711	SABER_Plate_4-Well5-33	SABER_Plate_4	Well5	33	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	474	SABER_Plate_4-Well5-33	SABER_Plate_4	Well5	33	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	419	SABER_Plate_4-Well5-33	SABER_Plate_4	Well5	33	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4021	SABER_Plate_4-Well3-17	SABER_Plate_4	Well3	17	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1885	SABER_Plate_4-Well3-17	SABER_Plate_4	Well3	17	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1632	SABER_Plate_4-Well3-17	SABER_Plate_4	Well3	17	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1043	SABER_Plate_4-Well3-17	SABER_Plate_4	Well3	17	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	911	SABER_Plate_4-Well3-17	SABER_Plate_4	Well3	17	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4031	SABER_Plate_4-Well1-73	SABER_Plate_4	Well1	73	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2042	SABER_Plate_4-Well1-73	SABER_Plate_4	Well1	73	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1461	SABER_Plate_4-Well1-73	SABER_Plate_4	Well1	73	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1056	SABER_Plate_4-Well1-73	SABER_Plate_4	Well1	73	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	796	SABER_Plate_4-Well1-73	SABER_Plate_4	Well1	73	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4561	SABER_Plate_4-Well2-45	SABER_Plate_4	Well2	45	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	3132	SABER_Plate_4-Well2-45	SABER_Plate_4	Well2	45	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2222	SABER_Plate_4-Well2-45	SABER_Plate_4	Well2	45	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1241	SABER_Plate_4-Well2-45	SABER_Plate_4	Well2	45	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	771	SABER_Plate_4-Well2-45	SABER_Plate_4	Well2	45	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3654	SABER_Plate_4-Well2-48	SABER_Plate_4	Well2	48	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1576	SABER_Plate_4-Well2-48	SABER_Plate_4	Well2	48	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	1064	SABER_Plate_4-Well2-48	SABER_Plate_4	Well2	48	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	914	SABER_Plate_4-Well2-48	SABER_Plate_4	Well2	48	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	603	SABER_Plate_4-Well2-48	SABER_Plate_4	Well2	48	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3891	SABER_Plate_4-Well1-76	SABER_Plate_4	Well1	76	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2131	SABER_Plate_4-Well1-76	SABER_Plate_4	Well1	76	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1621	SABER_Plate_4-Well1-76	SABER_Plate_4	Well1	76	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1044	SABER_Plate_4-Well1-76	SABER_Plate_4	Well1	76	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	917	SABER_Plate_4-Well1-76	SABER_Plate_4	Well1	76	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1076	SABER_Plate_4-Well6-80	SABER_Plate_4	Well6	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	772	SABER_Plate_4-Well6-80	SABER_Plate_4	Well6	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	588	SABER_Plate_4-Well6-80	SABER_Plate_4	Well6	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	321	SABER_Plate_4-Well6-80	SABER_Plate_4	Well6	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	239	SABER_Plate_4-Well6-80	SABER_Plate_4	Well6	80	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	3996	SABER_Plate_4-Well4-64	SABER_Plate_4	Well4	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2049	SABER_Plate_4-Well4-64	SABER_Plate_4	Well4	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1322	SABER_Plate_4-Well4-64	SABER_Plate_4	Well4	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	888	SABER_Plate_4-Well4-64	SABER_Plate_4	Well4	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	717	SABER_Plate_4-Well4-64	SABER_Plate_4	Well4	64	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4138	SABER_Plate_4-Well5-36	SABER_Plate_4	Well5	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	2144	SABER_Plate_4-Well5-36	SABER_Plate_4	Well5	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2033	SABER_Plate_4-Well5-36	SABER_Plate_4	Well5	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	1083	SABER_Plate_4-Well5-36	SABER_Plate_4	Well5	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	626	SABER_Plate_4-Well5-36	SABER_Plate_4	Well5	36	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	3753	SABER_Plate_4-Well4-28	SABER_Plate_4	Well4	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2281	SABER_Plate_4-Well4-28	SABER_Plate_4	Well4	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1155	SABER_Plate_4-Well4-28	SABER_Plate_4	Well4	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	721	SABER_Plate_4-Well4-28	SABER_Plate_4	Well4	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	606	SABER_Plate_4-Well4-28	SABER_Plate_4	Well4	28	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	3828	SABER_Plate_4-Well2-84	SABER_Plate_4	Well2	84	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2055	SABER_Plate_4-Well2-84	SABER_Plate_4	Well2	84	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1668	SABER_Plate_4-Well2-84	SABER_Plate_4	Well2	84	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	1188	SABER_Plate_4-Well2-84	SABER_Plate_4	Well2	84	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	810	SABER_Plate_4-Well2-84	SABER_Plate_4	Well2	84	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	4509	SABER_Plate_4-Well3-56	SABER_Plate_4	Well3	56	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	3393	SABER_Plate_4-Well3-56	SABER_Plate_4	Well3	56	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	2216	SABER_Plate_4-Well3-56	SABER_Plate_4	Well3	56	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	976	SABER_Plate_4-Well3-56	SABER_Plate_4	Well3	56	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	913	SABER_Plate_4-Well3-56	SABER_Plate_4	Well3	56	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	2231	SABER_Plate_4-Well6-8	SABER_Plate_4	Well6	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Empty	1904	SABER_Plate_4-Well6-8	SABER_Plate_4	Well6	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Bad	1109	SABER_Plate_4-Well6-8	SABER_Plate_4	Well6	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Great	241	SABER_Plate_4-Well6-8	SABER_Plate_4	Well6	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Imperfect	150	SABER_Plate_4-Well6-8	SABER_Plate_4	Well6	8	ALLBATCHES___SABER_Plate_4___ALLWELLS
Perfect	4226	SABER_Plate_4-Well6-44	SABER_Plate_4	Well6	44	ALLBATCHES___SABER_Plate_4___ALLWELLS
